Number;Text;Flag
1041392;變質的史卡拉坡城陣營城徽;Modified
1041393;變質的美琴西亞城城陣營城徽;Modified
1041394;陣營城徽;Modified
1041395;不列顛城陣營城徽;Modified
1041396;特林希克城陣營城徽;Modified
1041397;米諾克城陣營城徽;Modified
1041398;昇月城陣營城徽;Modified
1041399;紫杉城陣營城徽;Modified
1041400;維斯帕城陣營城徽;Modified
1041401;史卡拉坡城陣營城徽;Modified
1041402;美琴西亞城陣營城徽;Modified
1041403;陣營城徽石碑;Modified
1041404;不列顛城城徽陣營石碑;Modified
1041405;特林希克城城徽陣營石碑;Modified
1041406;米諾克城城徽陣營石碑;Modified
1041407;昇月城城徽陣營石碑;Modified
1041408;紫杉城城徽陣營石碑;Modified
1041409;維斯帕城城徽陣營石碑;Modified
1041410;史卡拉坡城城徽陣營石碑;Modified
1041411;美琴西亞城城徽陣營石碑;Modified
1041412;陣營城石;Modified
1041413;不列顛城陣營城石;Modified
1041414;特林希克城陣營城石;Modified
1041415;米諾克城陣營城石;Modified
1041416;昇月城陣營城石;Modified
1041417;紫杉城陣營城石;Modified
1041418;維斯帕城陣營城石;Modified
1041419;史卡拉坡城陣營城石;Modified
1041420;美琴西亞城陣營城石;Modified
1041421;手錶;Modified
1041422;水果派;Modified
1041423;香檳酒杯;Modified
1041424;煙火棒;Modified
1041425;問候卡;Modified
1041426;煤炭;Modified
1041427;開關;Modified
1041428;也許明年你能拿到更好的禮物;Modified
1041429;公會石;Modified
1041430;領船票;Modified
1041431;哈文鎮出口;Modified
1041432;來自Sage的假日鈴鐺;Modified
1041433;來自LadyMOI的假日鈴鐺;Modified
1041434;來自Tyrant的假日鈴鐺;Modified
1041435;來自FierY iCe的假日鈴鐺;Modified
1041436;來自Melantus的假日鈴鐺;Modified
1041437;來自Ignatz的假日鈴鐺;Modified
1041438;來自Vex的假日鈴鐺;Modified
1041439;來自Hanse的假日鈴鐺;Modified
1041440;來自Jalek的假日鈴鐺;Modified
1041441;來自Adrick的假日鈴鐺;Modified
1041442;來自Lord Krum的假日鈴鐺;Modified
1041443;來自Oaks的假日鈴鐺;Modified
1041444;來自Prophet的假日鈴鐺;Modified
1041445;來自Greyburn的假日鈴鐺;Modified
1041446;來自Evocare的假日鈴鐺;Modified
1041447;來自Runesabre的假日鈴鐺;Modified
1041448;來自Alai的假日鈴鐺;Modified
1041449;來自Tajima的假日鈴鐺;Modified
1041450;來自Stellerex的假日鈴鐺;Modified
1041451;來自Bulldoz的假日鈴鐺;Modified
1041452;來自T-Bone的假日鈴鐺;Modified
1041453;來自Nimrond的假日鈴鐺;Modified
1041454;不列顛城雪景球;Modified
1041455;昇月城雪景球;Modified
1041456;米諾克城雪景球;Modified
1041457;美琴西亞城雪景球;Modified
1041458;海盜窩雪景球;Modified
1041459;特林希克城雪景球;Modified
1041460;紫杉城雪景球;Modified
1041461;史卡拉坡城雪景球;Modified
1041462;傑倫城雪景球;Modified
1041463;紐捷倫城雪景球;Modified
1041464;帕普亞城雪景球;Modified
1041465;的德魯西亞城雪景球;Modified
1041466;小灣村雪景球;Modified
1041467;歐克羅鎮雪景球;Modified
1041468;巨蛇堡雪景球;Modified
1041469;尹帕斯修道院雪景球;Modified
1041470;利肯城雪景球;Modified
1041471;維斯帕城雪景球;Modified
1041472;風城雪景球;Modified
1041473;房屋名稱：;Modified
1041474;屋主：;Modified
1041475;地點：;Modified
1041476;一把鑰匙：~1_val~;Modified
1041477;刻字幾乎難以辨認：'對那些走在黑暗之道的人們，一切事物的真相都被顯示出來';Modified
1041478;不列顛城標示物;Modified
1041479;海盜窩標示物;Modified
1041480;傑倫城標示物;Modified
1041481;美琴西亞城標示物;Modified
1041482;米諾克城標示物;Modified
1041483;昇月城標示物;Modified
1041484;歐克羅鎮標示物;Modified
1041485;巨蛇堡標示物;Modified
1041486;史卡拉坡城標示物;Modified
1041487;特林希克城標示物;Modified
1041488;維斯帕城標示物;Modified
1041489;紫杉城標示物;Modified
1041490;斐盧卡大陸月石;Modified
1041491;崔美爾大陸月石;Modified
1041492;這是半張兌獎卷！雙擊這張獎卷後點在另一個新手玩家的獎卷上以換得獎品！這張獎卷只對你本人有效，所以不要給人！;Modified
1041493;聖騎士甲護臂;Modified
1041494;聖騎士甲護手;Modified
1041495;聖騎士甲護頸;Modified
1041496;聖騎士甲護腿;Modified
1041497;聖騎士甲護胸;Modified
1041498;油布;Modified
1041499;地表月之門;Modified
1041500;;Modified
1041501;這是半張兌獎卷！雙擊這張獎卷後點在另一張獎卷上以換得獎品！這張獎卷只對你本人有效，所以不要給人！;Modified
1041502;斐盧卡大陸某處的藏寶圖;Modified
1041503;崔美爾大陸某處的藏寶圖;Modified
1041504;無可解讀的藏寶圖;Modified
1041505;皺折的崔美爾大陸某處的藏寶圖;Modified
1041506;皺折的斐盧卡大陸某處的藏寶圖;Modified
1041507;被 ~1_val~ 完成的藏寶圖;Modified
1041508;陣營拆除陷阱工具;Modified
1041509;給叫 ~1_val~ 商人的契約;Modified
1041510;皺折的新手藏寶圖;Modified
1041511;皺折的普通藏寶圖;Modified
1041512;皺折的專家繪製藏寶圖;Modified
1041513;皺折的高級藏寶圖;Modified
1041514;皺折的精製藏寶圖;Modified
1041515;皺折的極精細藏寶圖;Modified
1041516;新手藏寶圖;Modified
1041517;普通藏寶圖;Modified
1041518;專家繪製藏寶圖;Modified
1041519;高級藏寶圖;Modified
1041520;精製藏寶圖;Modified
1041521;極精細藏寶圖;Modified
1041522;~1~~2~~3~;Modified
1041523;：;Modified
1041524;你沒有足夠的木材;Modified
1041525;<BODY><BASEFONT COLOR=BLACK><u>新手玩家哈文鎮傳送</u> 如果你想被傳送，請選擇：<BASEFONT COLOR=#00FF00>哈文鎮<BASEFONT COLOR=BLACK>。</BODY>;Modified
1041526;<u>前往哈文鎮（Go to Haven）</u>這項功能將帶你到哈文鎮。哈文鎮是讓新手學習適應大不列顛尼亞的地方。;Modified
1041527;<CENTER>我們很抱歉，現在正常的支援功能暫時未開放。;Modified
1041528;<CENTER>測試中心主機是由品管部門及發展小組使用的主機。不開放支援功能。;Modified
1041529;你已經在哈文鎮;Modified
1041530;你得要想個好點的辦法才能逃獄！;Modified
1041531;你已經改變了符石書的標題;Modified
1041532;;Modified
1041533;;Modified
1041534;;Modified
1041535;;Modified
1041536;;Modified
1041537;;Modified
1041538;;Modified
1041539;;Modified
1041540;;Modified
1041541;;Modified
1041542;;Modified
1041543;;Modified
1041544;;Modified
1041545;;Modified
1041546;;Modified
1041547;;Modified
1041548;;Modified
1041549;;Modified
1041550;;Modified
1041551;;Modified
1041552;;Modified
1041553;;Modified
1041554;;Modified
1041555;;Modified
1041556;;Modified
1041557;;Modified
1041558;;Modified
1041559;;Modified
1041560;;Modified
1041561;;Modified
1041562;;Modified
1041563;;Modified
1041564;;Modified
1041565;;Modified
1041566;;Modified
1041567;;Modified
1041568;;Modified
1041569;;Modified
1041570;;Modified
1041571;;Modified
1041572;;Modified
1041573;;Modified
1041574;;Modified
1041575;;Modified
1041576;;Modified
1041577;;Modified
1041578;;Modified
1041579;;Modified
1041580;;Modified
1041581;;Modified
1041582;;Modified
1041583;;Modified
1041584;;Modified
1041585;;Modified
1041586;;Modified
1041587;;Modified
1041588;;Modified
1041589;;Modified
1041590;;Modified
1041591;;Modified
1041592;;Modified
1041593;;Modified
1041594;;Modified
1041595;;Modified
1041596;;Modified
1041597;;Modified
1041598;;Modified
1041599;;Modified
1041600;;Modified
1041601;寵物名：~1_val~;Modified
1041602;主人：~1_val~;Modified
1041603;這個物品代表一隻寵物目前可以交易;Modified
1041604;鳳凰釘裝皮甲護頸;Modified
1041605;鳳凰環甲手套;Modified
1041606;鳳凰環甲胸甲;Modified
1041607;鳳凰環甲護臂;Modified
1041608;鳳凰環甲護腿;Modified
1041609;鳳凰護鼻頭盔;Modified
1041610;一桶不知名液體;Modified
1041611;一桶黑色液體;Modified
1041612;一桶橘色液體;Modified
1041613;一桶藍色液體;Modified
1041614;一桶白色液體;Modified
1041615;一桶綠色液體;Modified
1041616;一桶紅色液體;Modified
1041617;一桶黃色液體;Modified
1041618;一桶紫色液體;Modified
1041619;一桶藥水;Modified
1041620;一桶夜視藥水;Modified
1041621;一桶弱解毒藥水;Modified
1041622;一桶解毒藥水;Modified
1041623;一桶大解毒藥水;Modified
1041624;一桶敏捷藥水;Modified
1041625;一桶強力敏捷藥水;Modified
1041626;一桶力量藥水;Modified
1041627;一桶強效力量藥水;Modified
1041628;一桶弱毒藥水;Modified
1041629;一桶毒藥水;Modified
1041630;一桶強力毒藥水;Modified
1041631;一桶致命毒藥水;Modified
1041632;一桶恢復藥水;Modified
1041633;一桶完全恢復藥水;Modified
1041634;一桶弱治療藥水;Modified
1041635;一桶治療藥水;Modified
1041636;一桶強力治療藥水;Modified
1041637;一桶弱爆炸藥水;Modified
1041638;一桶爆炸藥水;Modified
1041639;一桶強力爆炸藥水;Modified
1041640;裝有藥水數：;Modified
1041641;一桶空藥水桶;Modified
1041642;~1_val~ 首領;Modified
1041643;一艘無名的船;Modified
1041644;~1_val~ 船;Modified
1041645;(沉船物);Modified
1042000;你沒有中毒。;Modified
1042001;這個物品必須在你背包中才能使用它。;Modified
1042002;你混合莓果和麵粉成為野蠻人塗抹的部落油彩。;Modified
1042003;你沒有足夠的烹飪技能來製造主體染料。;Modified
1042004;那必須在你的袋子中才能使用它。;Modified
1042005;你混合莓果和麵粉成為野蠻人塗抹的部落油彩。;Modified
1042006;你沒有足夠的烹飪技能來製造主體染料。;Modified
1042007;放置取消;Modified
1042008;附加物已移除。請重新放置附加物。;Modified
1042009;你無法現在使用這契約。;Modified
1042010;你的背包中必須放有該物件才能使用。;Modified
1042011;這契約看起來不是這樣用的。;Modified
1042012;準備格式：創造[模版];Modified
1042013;輸入這預計的新主體號碼：;Modified
1042014;重新整理成功。;Modified
1042015;你的測試主體現在停止了。;Modified
1042016;你的測試主體現在開始移動了。;Modified
1042017;主體改變完成，動作重新啟動;Modified
1042018;動作現在可以用'animate' (啟動) 這個字來發動;Modified
1042019;請輸入新的持續時間 (不能超過20) ：;Modified
1042020;動作現在可以用'animate' (啟動) 這個字來發動;Modified
1042021;取消。;Modified
1042022;無效的輸入。必須是1 到 20的整數。;Modified
1042023;取消。;Modified
1042024;主體改變完成，動作重新啟動;Modified
1042025;這對你太重，重到你難以揮動。;Modified
1042026;這顯然有一些毒素滲透到上面。;Modified
1042027;這對你太重，重到你無法穿起。;Modified
1042028;這護甲擁有驚人的耐用度;Modified
1042029;無列表;Modified
1042030;這需要繃帶：我並沒有任何繃帶！;Modified
1042031;我治癒身上的毒了！;Modified
1042032;我無法治療毒性，只能等中毒自然痊癒！;Modified
1042033;錯誤：當嘗試醫療時沒有繃帶;Modified
1042034;開始醫療週期;Modified
1042035;開始醫療週期;Modified
1042036;那個位置並不在你屋內。;Modified
1042037;你想將這個旗幟放置在那裡？;Modified
1042038;這個物品必須在你背包中才能使用它。;Modified
1042039;旗幟必須放置在緊鄰牆壁的地方。;Modified
1042040;這個物品必須在你背包中才能使用它。;Modified
1042041;這個物品必須在你背包中才能使用它。;Modified
1042042;你只能對你自己使用這個物品！;Modified
1042043;你從自己的座騎上被擊落！;Modified
1042044;正在回收;Modified
1042045;一個好的製造工匠用4個這種東西和3張皮革可以製成一個可以使用的絆馬索...;Modified
1042046;你從自己的座騎上被擊落！;Modified
1042047;你無法將騎士從他的座騎上擊落。;Modified
1042048;這個絆馬索已經被使用了;Modified
1042049;在你使用另一個絆馬索前必須先等一會兒！;Modified
1042050;絆馬索必須在你的背包中才能使用。;Modified
1042051;你的雙手必須是空的才能使用絆馬索！;Modified
1042052;你的雙手必須是空的才能使用絆馬索！;Modified
1042053;當你騎乘座騎時無法使用它！;Modified
1042054;當你騎乘座騎時無法使用它！;Modified
1042055;你開始甩動一個絆馬索...;Modified
1042056;絆馬索必須在你的背包中才能使用。;Modified
1042057;你沒有理由將絆馬索丟到那裡。;Modified
1042058;你不能將絆馬索丟到那裡。;Modified
1042059;你沒有理由將絆馬索丟到那裡。;Modified
1042060;你無法看到那個目標！;Modified
1042061;開始超級狂劈...;Modified
1042062;輸入一個地形數字列表，使用間隔分開：;Modified
1042063;輸入一個地形數字列表，使用間隔分開：;Modified
1042064;已取消所選擇的地形過濾器類型。;Modified
1042065;已取消山的陰影。;Modified
1042066;已取消坡度。;Modified
1042067;輸入一個高度隨機因子。;Modified
1042068;已取消坡度。;Modified
1042069;輸入一個地形數字列表，使用間隔分開：;Modified
1042070;已取消地形填充輸入。;Modified
1042071;輸入總數來修改地形。;Modified
1042072;輸入一個地形數字列表，使用間隔分開：;Modified
1042073;輸入一個地形數字列表，使用間隔分開：;Modified
1042074;已取消所選擇的地形過濾器類型。;Modified
1042075;已取消山的陰影。;Modified
1042076;已取消坡度。;Modified
1042077;?高度輸入一個隨機因子。;Modified
1042078;已取消坡度。;Modified
1042079;輸入一個地形數字列表，使用間隔分開：;Modified
1042080;已取消地形填充輸入。;Modified
1042081;你沒有足夠的資源可以製造這個物品。;Modified
1042082;你的選擇已經紀錄。;Modified
1042083;你無法將它染色。;Modified
1042084;那個東西正在使用中。;Modified
1042085;錯誤：地區創作失敗！;Modified
1042086;無法將創作加入地區：沒有地區編號！;Modified
1042087;移除地區！;Modified
1042088;必須取消訊息;Modified
1042089;必須啟動訊息;Modified
1042090;已撤銷動態產生地區 - 已刪除怪物;Modified
1042091;已撤銷動態產生地區 - 留下怪物;Modified
1042092;已啟動動態產生地區;Modified
1042093;訊息：通知一個動態地區！;Modified
1042094;撤銷：已撤銷交戰地帶！;Modified
1042095;更新：交戰地帶更新！;Modified
1042096;更新：模板更新！;Modified
1042097;睡眠：交戰地帶設成睡眠！;Modified
1042098;睡眠：非重新啟動時間 - 或者生物依然存在;Modified
1042099;更新：交戰地帶等級增加！;Modified
1042100;更新：已到最高等級！;Modified
1042101;更新：交戰地帶等級降低！;Modified
1042102;心跳：交戰地帶心跳完成！;Modified
1042103;死亡：交戰地帶生物已經被殺！;Modified
1042104;已撤銷交戰地區 - 傳送訊息;Modified
1042105;撤銷交戰地帶 - 沒有傳送訊息;Modified
1042106;設定交戰地帶為睡眠模式 - 留下生物;Modified
1042107;已啟動交戰地區;Modified
1042108;拆卸達因掃描底稿？ (是或否);Modified
1042109;像是 startX startY endX endY 一樣輸入起點和終點;Modified
1042110;已取消運作。;Modified
1042111;不適當的格式。務必輸入起點和終點，在起點X Y後面輸入終點 X Y，並於所有參數間加入空格。;Modified
1042112;請依照 starting X Y 再來 ending X Y 的順序，並記得中間要有空格。;Modified
1042113;不正確的項目。拆卸達因掃描底稿？ (是或否);Modified
1042114;已移除。;Modified
1042115;全部完成。;Modified
1042116;已取消山的陰影。;Modified
1042117;我不喜歡你給我的東西。;Modified
1042118;你必須購買一個特殊的袋子來裝載你給我的月石！;Modified
1042119;你的出現引起了我的高度興趣。;Modified
1042120;收集充裕的金幣，你的辛勞一定能為你獲得一個月寶珠。;Modified
1042121;這是你的袋子而且你的月寶珠在裡面。;Modified
1042122;我銷售施過魔法的月寶珠，一個1000金幣，每重灌一個使用次數收費50金幣。;Modified
1042123;給我一個裝有你想要被施法月石的袋子。;Modified
1042124;如果你想要給一樣多的月石，我可以以雙倍的價格?你製作一個萬用月寶珠！;Modified
1042125;你想要雕刻在那一件武器上？;Modified
1042126;你想要雕刻在盔甲的哪一個部分上？;Modified
1042127;你想要刺繡在皮革的哪一部分上？;Modified
1042128;你想要刺繡在衣服的哪一部分上？;Modified
1042129;你想要雕刻在哪一個珠寶上？;Modified
1042130;你無法將這物品個人化。;Modified
1042131;你無法將有製造者標記的物品個人化！;Modified
1042132;你無法將沒有價值的物品個人化！;Modified
1042133;你只能在你第一層背包將物品個人化！;Modified
1042134;那件物品早已被個人化了！;Modified
1042135;你只能使用這件工具來雕刻盔甲。;Modified
1042136;你只能使用這件工具來雕刻金屬盔甲。;Modified
1042137;你只能使用這套工具來刺繡皮革。;Modified
1042138;你只能用這套工具來刺繡衣服。;Modified
1042139;你只能使用這件工具來雕刻珠寶。;Modified
1042140;那件物品早已經被個人化了！;Modified
1042141;這不是一個可以接受的名稱。;Modified
1042142;這不是一個可以接受的名稱。;Modified
1042143;你從座騎上被擊落後，你依然感到十分暈眩而無法騎乘。;Modified
1042144;這已經在使用。;Modified
1042145;雕像是沒有靈魂的。;Modified
1042146;當你騎乘時無法使用這東西。;Modified
1042147;一個乙太馬的雕像已經創造於你的背包內。;Modified
1042148;創作失敗。請重新嘗試。;Modified
1042149;你已取得你的乙太馬。;Modified
1042150;一個乙太馬的雕像已經創造於你的背包內。;Modified
1042151;創作失敗。請重新嘗試。;Modified
1042152;你已取得你的乙太馬。;Modified
1042153;女王前進！;Modified
1042154;只要女王還在，你永遠別想擊敗我！;Modified
1042155;你的力量屬於我，使用在我希望的方向吧。;Modified
1042156;我可以授予生命，我也可以輕易的毀滅它。;Modified
1042157;除了我認定的地方，你無法去任何地方。;Modified
1042158;你失去了許多善惡值。;Modified
1042159;你不再控制這個城市！;Modified
1042160;你早已開啟陣營選單。;Modified
1042161;你無法加入陣營，因為你的公會屬於秩序或混亂類型。;Modified
1042162;你現在擁有陣營裁縫師的頭銜;Modified
1042163;你的公會將於三天後退出陣營;Modified
1042164;你早已開啟行政管理選單。;Modified
1042165;再次變更價格之前，你必須稍等一下。;Modified
1042166;再次變更價格之前，你必須等幾分鐘。;Modified
1042167;再次變更價格之前，你必須等一小時。;Modified
1042168;再次變更價格之前，你必須等幾小時。;Modified
1042169;再次變更價格之前，你必須等較多小時。;Modified
1042170;你必須在你所控制下的城市內才能做那件事。;Modified
1042171;你早已開啟財務大臣選單。;Modified
1042172;我是堡壘守衛;Modified
1042173;你的命令，大人？;Modified
1042174;除錯：我無法擊中，因為我無法看見目標;Modified
1042175;除錯：我無法擊中，因為目標已經隱藏;Modified
1042176;是，大人。;Modified
1042177;嘗試去算出哪一個陣營正在收費;Modified
1042178;喂，我找出哪個陣營正在收費了！;Modified
1042179;從城市石設定特性;Modified
1042180;你的命令，大人？;Modified
1042181;我已經在聽了...;Modified
1042182;等候你的命令...;Modified
1042183;非常抱歉，我不了解你的命令...;Modified
1042184;如果你需要我跟隨你，或巡邏一個區域，只要說一聲。;Modified
1042185;我已奪回我的駐地！;Modified
1042186;除錯：我無法擊中，因為我無法看見目標;Modified
1042187;除錯：我無法擊中，因為目標已經隱藏;Modified
1042188;doAggressionCheck失敗：無法找到objVar lstFactionGuardAggression;Modified
1042189;我不為你工作！;Modified
1042190;是，大人。;Modified
1042191;是，大人。;Modified
1042192;這地點似乎需要保護！我將用生命守護她。;Modified
1042193;我輸了！;Modified
1042194;我被迫放棄我的駐地！我將會將她奪回。;Modified
1042195;我無法找到回到駐地的路！;Modified
1042196;你希望復活哪一個可憐的靈魂？;Modified
1042197;陣營_追隨者：侵略性程度設成：忽略;Modified
1042198;陣營_追隨者：侵略性程度設成：警告;Modified
1042199;陣營_追隨者：侵略性程度設成：攻擊;Modified
1042200;陣營_追隨者：侵略性程度無法找到！;Modified
1042201;你不屬於我的陣營，我不能賣馬給你！;Modified
1042202;你不是這個城市的財政大臣。;Modified
1042203;你必須等候購買更多的動物。;Modified
1042204;你沒有足夠的銀幣。;Modified
1042205;你沒有足夠的金幣。;Modified
1042206;設定現存的紀錄;Modified
1042207;增加新紀錄;Modified
1042208;取得一則 faction_check_version 訊息！;Modified
1042209;更新名冊;Modified
1042210;得到訊息加入陣營;Modified
1042211;intResult is TRUE;Modified
1042212;intAccountId != 0;Modified
1042213;intAccountId == 0;Modified
1042214;intResult is FALSE;Modified
1042215;intAccountId != 0;Modified
1042216;IS in lstBackupData;Modified
1042217;IS NOT is lstBackupData;Modified
1042218;intAccountId == 0;Modified
1042219;放棄搜尋帳戶編號.;Modified
1042220;放棄搜尋帳戶編號.;Modified
1042221;已取消陣營資料清除。;Modified
1042222;對話框未選取；取消陣營資料清除。;Modified
1042223;一個由那個帳號的輸入已經從陣營移除。;Modified
1042224;你現在退出你的陣營;Modified
1042225;你已從辦公室中移除.;Modified
1042226;你已從辦公室中移除.;Modified
1042227;你已被你的陣營推選為指揮官;Modified
1042228;你不再是陣營指揮官;Modified
1042229;你不再是陣營指揮官.;Modified
1042230;城印已經回到她原本存放的地方.;Modified
1042231;"你才剛擊敗這個敵人;所以他的死亡並不會帶給你榮譽。";Modified
1042232;選擇一個陣營夥伴來給予榮譽.;Modified
1042233;你並非在退出陣營的過程中.;Modified
1042234;你的陣營現在正重新計算等級;Modified
1042235;輸入陣營全球廣播訊息;Modified
1042236;你的陣營現在正在萎縮當中;Modified
1042237;除錯;Modified
1042238;你早已開啟行政管理選單.;Modified
1042239;你不是這個城市的財政大臣.;Modified
1042240;你的罪業已被暫停;Modified
1042241;你必須在你的堡壘中雇用守衛.;Modified
1042242;你無法在這裡購買那東西.;Modified
1042243;一個強大的魔法能量阻止你給他城印.;Modified
1042244;你的陣營尚未腐化這個城徽。將祂帶到你的堡壘。;Modified
1042245;這並不是正確的城印石柱;Modified
1042246;你不能將祂放置於敵人的石柱上;Modified
1042247;那不是正確的陣營石柱;Modified
1042248;你不能將城印交給死人.;Modified
1042249;你的手臂沒有長到能從這個距離將城印交給他;Modified
1042250;你現在不能將城印給他;Modified
1042251;選擇一個城印石柱或玩家;Modified
1042252;這個城印已被米娜的追隨者活化;Modified
1042253;這個城印已被法師議會腐化;Modified
1042254;這個城印已被真‧不列顛尼亞腐化;Modified
1042255;這個城印已被影王腐化;Modified
1042256;這個城印尚未被腐化.;Modified
1042257;這個城印正在腐化的過程中.;Modified
1042258;"這個城印最近剛被腐化; 現在正在淨化過程中。";Modified
1042259;這個城印並非在腐化的過程中.;Modified
1042260;你早已打開這個選單.;Modified
1042261;你不能在那裡設置陷阱.;Modified
1042262;請輸入物品數量限制;Modified
1042263;那個地點並不在你屋內.;Modified
1042264;你想將這個頭放置在那裡?;Modified
1042265;你必須將物品放在你的背包中才能使用它.;Modified
1042266;頭必須放置在緊鄰牆壁的地方.;Modified
1042267;頭不能放置在那裡.;Modified
1042268;你不能將頭放在那個牆壁.;Modified
1042269;只有當你是放置者或是屋主時，你才能將頭回收成契約。;Modified
1042270;那個不在你的屋內.;Modified
1042271;那個並沒有鎖住.;Modified
1042272;那個實在太重了.;Modified
1042273;你不能旋轉它.;Modified
1042274;你無法再將它升高.;Modified
1042275;你無法再將它降低.;Modified
1042276;你不能將它丟在那裡.;Modified
1042277;這屍體早已經過調查.;Modified
1042278;你再度檢查屍體時發現它值得作成一個標本.;Modified
1042279;你不能在騎乘海馬時開啟月之門;Modified
1042280;"當移動公會石時 ; 你不能辭去公會職務。";Modified
1042281;在你放置公會石前先關上你的房門.;Modified
1042282;你不能在太靠近前門的地方放置公會石.;Modified
1042283;你已經被你的公會踢掉！新手不能留在參與陣營的公會。;Modified
1042284;你因陣營重疊而被你的公會踢掉除名;Modified
1042285;你的公會現在退出陣營.;Modified
1042286;你的公會變更陣營.;Modified
1042287;你的公會已不屬於陣營.;Modified
1042288;你的公會已變更陣營。;Modified
1042289;你的公會已不屬於陣營.;Modified
1042290;錯誤：營地位置接收問題!;Modified
1042291;在攜帶城印時你不能使用這個.;Modified
1042292;這個物品必須在你背包中才能使用它.;Modified
1042293;你現在沒有足夠的金幣來讓我提供那種風格的服務.;Modified
1042294;你現在沒有足夠的金幣來讓我提供那種風格的服務.;Modified
1042295;不好的顏色.;Modified
1042296;你現在沒有足夠的金幣來讓我提供那種風格的服務.;Modified
1042297;你現在無法使用髮型師的服務.;Modified
1042298;你現在的外型不容許新風格.;Modified
1042299;"如果你想改變你的裝扮 ; 使用改裝套件。";Modified
1042300;收到需要指引方向的訊息;Modified
1042301;我在啟動器的進入範圍;Modified
1042302;我想你是個玩家;Modified
1042303;我想你是一個死掉的玩家;Modified
1042304;我是過去的 zdif。;Modified
1042305;我不認為你處於多工狀態。;Modified
1042306;我通過了大部分的檢驗。;Modified
1042307;在我眼中，罪犯是無法得到救贖的。;Modified
1042308;"你有許多的罪惡在另一面. 我不想讓你復活; 兇手。";Modified
1042309;悔悟!;Modified
1042310;取得 checkGMCallStatus 函式呼叫！;Modified
1042311;我是新手!;Modified
1042312;我不是新手!;Modified
1042313;我的傭兵在那裡?;Modified
1042314;Kal Ort Por;Modified
1042315;什麼? 沒有守衛? 我想待會我得雇個傭兵!;Modified
1042316;從你在座騎上被擊落後你依然感到十分暈眩而無法騎乘.;Modified
1042317;你現在也許不能騎乘;Modified
1042318;獨角獸拒絕讓你騎乘她.;Modified
1042319;麒麟拒絕你騎乘他的企圖.;Modified
1042320;你只能在你身為副屋主的房子內保全一個容器.;Modified
1042321;那裡就是這裡.;Modified
1042322;那裡距離這裡很近...;Modified
1042323;那裡距離這裡有點路程...;Modified
1042324;從這裡到那裡有相當的距離...;Modified
1042325;從這裡過去有段長路...;Modified
1042326;從這裡過去有相當遠的距離...;Modified
1042327;從這裡到那裡是一段漫長的旅程...;Modified
1042328;...在北方某處.;Modified
1042329;...在東北方某處.;Modified
1042330;...在東方某處.;Modified
1042331;...在東南方某處.;Modified
1042332;...在南方某處.;Modified
1042333;...在西南方某處.;Modified
1042334;...在西方某處.;Modified
1042335;...在西北方某處.;Modified
1042336;...但我不確定是哪個方向.;Modified
1042337;現在剛過午夜.;Modified
1042338;再過一點時間就早晨.;Modified
1042339;現在是早晨.;Modified
1042340;現在是早晨的後半段.;Modified
1042341;現在是中午.;Modified
1042342;現在是下午.;Modified
1042343;現在是傍晚.;Modified
1042344;現在是晚上.;Modified
1042345;我不確定現在是什麼時間.;Modified
1042346;我可以訓練下列技能：;Modified
1042347;煉金技能;Modified
1042348;解剖學;Modified
1042349;動物學;Modified
1042350;物品鑑定;Modified
1042351;武器學;Modified
1042352;防禦技能;Modified
1042353;乞討技能;Modified
1042354;鐵匠技能;Modified
1042355;製弓技能;Modified
1042356;調停技能;Modified
1042357;野營技能;Modified
1042358;木工技能;Modified
1042359;製圖技能;Modified
1042360;烹飪技能;Modified
1042361;偵測隱藏;Modified
1042362;失調音樂;Modified
1042363;智力評估;Modified
1042364;治療技能;Modified
1042365;捕魚技能;Modified
1042366;驗屍技能;Modified
1042367;放牧技能;Modified
1042368;隱身技能;Modified
1042369;挑撥技能;Modified
1042370;抄錄技能;Modified
1042371;開鎖技能;Modified
1042372;魔法技能;Modified
1042373;抗魔技能;Modified
1042374;戰術技能;Modified
1042375;窺探技能;Modified
1042376;音樂技能;Modified
1042377;塗毒技能;Modified
1042378;弓類武器;Modified
1042379;通靈技能;Modified
1042380;偷竊技能;Modified
1042381;裁縫技能;Modified
1042382;馴獸技能;Modified
1042383;辨味技能;Modified
1042384;鉗工技能;Modified
1042385;追蹤技能;Modified
1042386;獸醫技能;Modified
1042387;劍類武器;Modified
1042388;鎚類武器;Modified
1042389;刺擊武器;Modified
1042390;搏擊技能;Modified
1042391;伐木技能;Modified
1042392;採礦技能;Modified
1042393;冥想技能;Modified
1042394;潛行技能;Modified
1042395;陷阱移除;Modified
1042396;"錢少; 我就教你少量技能。";Modified
1042397;"它像月光一樣光亮; 但我不能接受你的銀幣。";Modified
1042398;你確定你要找尋剝削者?;Modified
1042399;已經取消房屋分析;Modified
1042400;開始執行房屋分類底稿;Modified
1042401;這是拿來聽的.;Modified
1042402;當你身上塗抹油彩時無法施展易容術;Modified
1042403;你缺乏足夠的魔法值來抄寫那個法術.;Modified
1042404;你沒有那個法術!;Modified
1042405;開始超級狂劈...;Modified
1042406;"輸入一個地形數字列表; 使用間隔分開：";Modified
1042407;"輸入一個地形數字列表; 使用間隔分開：";Modified
1042408;已取消所選擇的地形過濾器類型.;Modified
1042409;已取消山的陰影.;Modified
1042410;已取消坡度.;Modified
